gene_name	X1001	X1002	X1003
CDC42SE1	-0.6496673654239867	-0.9636528949637246	-0.5913786473185664
GNG4	-0.33419096113586033	-0.31661860430558136	-0.5573950685956531
KCNAB2	-3.473110410271503	-3.2649306738429056	-2.3321166034971483
WDR78	-0.9709684258713778	-0.8803659675720035	-0.9965893557056773
LYST	-6.906449722921883	-6.9661694070095965	-6.157252855913437
C1orf57	1.4062087647183288	1.753382287977279	1.7966410166264302
PDE4B	-2.65694051753371	-2.6469375637128527	-2.7242860771527986
ADAR	-1.9435514077905212	-2.0265915318524086	-1.6032669790997804
TMED5	-2.246302422029773	-2.2027443697616476	-2.1738718500125453
EXOC8	-3.419938891994826	-3.4381209888900894	-3.4668146384873246
C1orf124	0.9176208501985363	0.9013547541317604	1.001828204318323
CSDE1	-0.26627538403839923	-0.2729862152674275	-0.19022646393199544
CASP9	-2.654625993398572	-2.4726399917958184	-2.5689981678525324
CROCC	-0.4245731780478187	-0.4932317648772719	-0.30120014177930854
PLCH2	-0.3657279926527726	-0.2640188551019791	-0.6497609152199667
ACOT7	-2.010516947419621	-1.9742447240342498	-1.8646773886469632
SLC16A1	-2.095080677378877	-1.7319159516721614	-1.968170047121255
KLHDC9	-2.173729268013877	-2.1484357804575094	-2.2016440749885136
LOC441869	-0.05439041088158007	0.8410512175319282	0.8218439364228973
C1orf228	-4.122260673874607	-3.8157342561925596	-4.3459184426678625
TMEM53	-3.13027278167796	-3.279771991413873	-3.0044869128586784
YY1AP1	-1.161725933852523	-1.1757981493833254	-1.247765141966085
DAP3	-2.2949684089920814	-2.342223100202169	-2.398749755383205
SLC30A7	-2.983481840326538	-3.0362159500002712	-3.01676920681759
EXTL2	-2.4059293932744854	-2.375469331029457	-2.444577479789444
OBSCN	-1.36584045652816	-1.6968147628724786	-0.813083025769302
PTPN14	-16.23081810386486	-15.915783632356122	-16.124619054257302
FGR	1.6871176381127344	1.371846659159777	1.5263273918589173
ST7L	-2.1365234184735673	-2.127455128078822	-2.0798623576786386
CAPZA1	-1.3572956594670647	-1.2743871697470368	-1.2813003997659795
PAX7	-3.67645833248314	-4.266362040783765	-3.957299751898614
LRIG2	0.2671181264222011	0.3239202865206652	0.3353003745690033
VANGL2	0.08884458165462918	0.07941343552315508	0.13204252587453053
OPN3	4.231623825874961	3.4080646257534566	4.190337923008211
CAMTA1	-20.258693808525262	-16.962861490551916	-18.397438374005635
MEGF6	-3.4990768599880115	-3.8030936960332657	-3.433262215871543
ZNF326	1.9737730970605911	1.9972345183390796	2.089638140993075
LOC492303	-3.277952858394374	-3.3323702510707927	-3.4072695160905258
MIB2	-5.4198832850872485	-6.788297935867555	-6.656749494343551
WNT3A	-3.8375298809471996	-3.7997442059599926	-3.5685489867985916
SDCCAG8	-13.338042013578317	-12.944439873745754	-13.173335690053118
FNBP1L	-2.23797261143102	-2.4867785418175785	-2.2502531064873037
MARCKSL1	2.191107005849437	1.9478367722359509	2.191964938555758
FBXO2	0.49194359491821715	0.6046545803851898	0.5200422300772302
PUSL1	-5.1664388555166445	-5.291767679150736	-5.310002796731733
ACAP3	-9.724299714011384	-9.23199740855134	-9.790071232389074
SLC45A1	-1.7519869206638394	-1.2720635162735876	-1.5614315911608094
TNFRSF25	2.6073599632135727	2.8103088408547183	2.9017143623320205
BATF3	-1.7106626980653103	-1.7706906951913257	-1.7295999984399684
ATAD3A	-11.443445776670323	-11.81474311996989	-11.413327785797664
SGIP1	-10.60383635100253	-10.207349511337403	-10.576676103021502
MIA3	-0.4049025050893935	-0.3334386794284563	-0.3691860284269844
ARHGEF2	-4.543895905865686	-4.466624308259796	-4.6251083132569
C1orf55	-1.6738908252273634	-1.705801351467565	-1.644273626374631
BRP44	-1.414916831073627	-1.3907686862866262	-1.4494413791284004
DCAF6	-2.7425344735678516	-2.643389110351283	-2.6369532431707228
C1orf50	-1.016931260280949	-1.0881177647843987	-0.8739161585821255
SLC44A3	-1.8126681935424545	-1.5802755009354559	-1.6830493909657323
PPM1J	-1.9613981329793404	-1.8494688798339034	-1.8592199748938494
PPP1R15B	0.3062612635145405	0.18218942820747835	0.15913369934058105
NID1	-1.893727042318113	-1.9242791896472895	-1.7312742952910527
KCNH1	-0.9830173130015447	-1.0566645825270171	-1.0244113398250998
LOC148709	-0.054272747744699604	-0.07395454076943558	0.07702377264076092
SLC41A1	-0.7483767210355795	-0.7369781775056495	-0.784615608115216
RNF19B	0.13086782051248647	0.059746201516017984	0.20846368334209597
KIAA1026	-2.7842896778564734	-2.556740464743358	-2.582666385783849
CLIC4	-1.1601640927762265	-1.240660762512512	-1.134070051582972
CD46	-0.23530845533950234	-0.1941447127000905	-0.34991512572062716
GAS5	-2.814357942939843	-2.7757656263222206	-2.814152166373531
KLHL21	-2.7548389029404055	-2.7215742723329504	-2.4096336771129026
LEFTY1	1.0529403112307585	0.9785514684444587	1.0167599818035529
C1orf35	2.512455233792917	1.5557052358455505	1.3512929140337306
LOC388588	0.3613252665452396	0.5334486278571426	0.35445212235399254
MAP3K6	2.136299130454855	2.0790672130501915	2.12407412401026
SSBP3	-14.92063720577635	-14.107881366084579	-15.119526086118777
C1orf151	1.6293098806092858	1.5770632714818535	1.6062878992254668
HIST3H2BB	0.7334338991624367	0.4592626329761721	0.6162112925877947
HIST3H2A	0.6923961494748649	0.8041815011772082	0.42234814117587083
NOC2L	-1.2780604818648404	-1.4350375199399625	-1.4595326341221266
SLC2A5	0.741684509813907	0.6690032276490043	0.5978955238527944
FLJ42875	-8.84937830846411	-8.650695550007953	-8.456693596763785
PIGV	-1.2891273471608327	-1.421459178308512	-1.349722624500591
AK2	-1.6453569167988622	-1.512513455390025	-1.5675280984467872
SHE	-1.0952009143057413	-0.9607845740816934	-1.1354076262536648
LHX9	-3.012151827884278	-2.8831124351565904	-3.0847900267309485
THRAP3	-2.905413488434238	-2.9367279307578995	-2.949607798115174
TROVE2	-2.9445351732628495	-2.895069118787924	-2.8324562314451187
UCHL5	-0.8542799612044275	-0.8877674885483425	-0.9902137360607103
MOV10	-0.07951916637564241	-0.2506084351116801	-0.10943102187561725
TTC24	0.18427039143620574	-0.08394155837231125	-0.0672727050797796
CCDC76	0.5280399434358648	0.554380090897932	0.5003045061692952
PEX10	-2.0167800830860627	-2.6386133051852707	-2.4562758779169873
LRRC41	-2.9299143567964694	-2.8479661079537073	-2.882650273504801
UQCRH	-1.6285280651822749	-1.6450144477866908	-1.6847847748779312
RWDD3	4.610866224968067	3.2291551726238548	3.361811826342414
PHLDA3	-0.10990132089363304	-0.1619813617733594	-0.040991042859333006
PRDM2	1.6034237784479484	1.193385697586502	1.5675254766925797
C1orf94	-0.0187079008045118	-0.5245776164295449	-0.10419775646797319
MKNK1	-0.7674794969339898	-0.6865328450451316	-0.651733508503465
PYCR2	0.7072588051824411	0.8465112764781012	0.7444294414412321
SLC6A9	2.200872629675704	1.959772490850582	2.1563596184684544
LHX8	4.078496783155688	2.065658535443834	3.7602005985490248
KCNN3	-0.5944256817154923	-0.4070834937680172	-0.2866342652412808
SAMD11	-4.8626040611052055	-4.452259057576597	-4.661929183407744
FAM5C	-1.8642196385452963	-1.9275737605845786	-1.9336114206575707
TTLL10	-1.721619548833059	-1.441654294964146	-2.011145520085704
SHC1	-0.6105136656387993	-0.7054395484724797	-0.7900554056082068
GNG12	-1.7493473295938409	-2.5622871786305548	-3.0075244922750812
KIF2C	-0.6090347175074194	-0.8037164778089948	-0.6610047949325455
DMRTA2	-2.0794308654507976	-1.5110794401941112	-2.490629865666249
ROR1	-2.9133468725782223	-2.9409405213267052	-3.0294823854429143
MIR429	0.4069471075234598	0.370861865214545	0.4943710877671447
JAK1	-2.199565096792304	-2.2459370856167684	-2.2682327874868173
ZNF692	0.81903172454615	0.6931235652877	0.8043134462968663
C1orf86	-1.2732011089891861	-1.0747828720123915	-1.3026984382636406
KDM4A	-1.6905513608608234	-2.642581997779642	-2.128435719172717
TPM3	0.3828328845934703	0.45304714655192874	0.46323805626072756
ZBTB37	-0.773520789987961	-0.7479850988304039	-0.7964458077738227
SNORD74	0.38717057579639075	0.11780059711644045	-0.6490280072163871
FLVCR1	0.46626368330936757	0.419887357016408	0.4913905186762698
BMP8B	-1.6660101288795666	-1.6959751923041886	-1.3409626032438717
PARS2	-1.814672316317913	-1.8113244092617644	-1.6688480722564447
FAM102B	-2.5211976646089367	-2.346861234304351	-2.403054474255698
COL24A1	-4.571386004531618	-4.954146953763808	-4.549621495476708
SLC35A3	-1.1561194422372445	-1.765207409155379	-1.4417019811595544
COL16A1	-4.740859310702561	-5.030855361107136	-4.995324241394528
C1orf183	-0.9138337425317025	-0.8992230121583299	-0.7830992661864569
DOCK7	-7.639479738838455	-7.26627428706251	-7.816355195203865
CORT	1.602530506172932	1.9623128852350296	1.570916307160815
NFIA	-2.2471565954920756	-2.5156480795401865	-2.122518687621735
LDLRAP1	4.964123728013014	4.714149774875181	4.6957797291829895
VASH2	0.3086853042771401	0.24141548395820467	0.39374441915917924
SASS6	-2.032334622458775	-2.057172447251017	-2.0650072785031255
GOLT1A	2.065594918967719	2.0031724973023457	2.2174836544491225
AMPD2	0.33373719194317775	-0.0027685204529833128	0.3005154051105048
SFPQ	1.2904000597037946	1.3512206296595746	1.2444523085222001
ARHGEF10L	-5.350869870912077	-5.079724160231664	-4.588282564622512
ATP5F1	0.8368197607810637	0.8320696085583132	0.8811156564964404
SUSD4	-3.6707570535309486	-4.200292523189071	-3.9212884645308153
COL11A1	2.1690294383427253	1.5108255313483134	1.6445215037477945
CCNL2	-6.086411800176833	-6.407092025436562	-6.162889339511094
LOC148413	0.11179812657746607	0.22401322954185088	0.16764256543086778
TBX15	-4.325264214135114	-4.667500842159672	-4.608704657732959
C1orf66	1.946009804820192	2.2948007347770005	2.2500011334537167
ISG20L2	-4.034979112184342	-4.339470130441804	-4.319883540235173
LMX1A	-4.118741792113828	-4.288892328448961	-4.0801731263097665
KDM5B	7.050788590290254	6.859485796841097	7.586097526781924
ADORA1	-2.0036603143334877	-2.345799859737433	-2.4007613103750742
MTMR11	-1.2769675902822601	-1.5344322607672742	-1.3840365949303028
C1orf25	-0.4699614801541483	-0.45548238661912294	-0.5853835590805349
C1orf26	-0.5792788997885052	-0.3429934808469224	-0.3972526061042561
LHX4	-2.0859675812912766	-2.2690977903734044	-2.1392063371414114
MLLT11	-2.120379113351183	-2.0536560446121865	-2.061386996145637
AHDC1	-2.1258340341506705	-1.9891578468465327	-2.00701909131279
KIAA1804	-1.603885125423404	-2.0283606820388917	-1.5441931756200444
TMEM51	-3.2976585859974303	-3.1390556550442867	-3.2501495969737038
C1orf126	-4.186430082946468	-4.105270311418546	-4.063053967646369
LIN9	-0.5852877921759403	-0.7860020120183923	-0.5645362440560786
KCNA2	-14.687442996803089	-11.892546102795702	-12.780329847971823
DENND2C	-1.4866054078260749	-1.5154140245847365	-1.4113851501998127
FAM132A	-1.107653856194558	-1.308082786936525	-1.364125858362217
FAM36A	-0.6843305196219747	-0.8453019235618512	-0.9419547148145343
PBX1	-18.338917529558266	-16.74281974149875	-15.229442579769595
UBR4	-7.348743754541726	-6.855529280406609	-7.120190570960635
LRP8	-0.20848008420151054	-0.23417939623594186	-0.419211074352204
KIAA0319L	-2.548860550571818	-2.4534196101284214	-2.4716371951982508
GPR177	-8.951320383416743	-9.054643030661374	-9.031275689484978
DNM3	-1.9524877610011155	-1.975594125774862	-1.9725984421798979
CR2	3.4501156434280174	3.3089427577310673	3.5685322005376627
RTCD1	-0.4370010712047535	-0.571738699491408	-0.44330726811262244
TMEM79	-5.81119932014868	-4.631359925175999	-6.195587599283685
IRF2BP2	-1.410369268872438	-1.4289342989401703	-0.7974629777434319
ZCCHC17	1.2829175917011952	1.2310026009996928	1.2901406746358757
SNRNP40	-1.8113923841364232	-1.8109784151410195	-1.8250941233198736
CDC73	-2.68581827763632	-2.66099022775129	-2.639045290275093
CHD5	-13.078224147575346	-12.866007026699172	-13.124321010026927
PLEKHG5	-0.7395674769433924	-0.8022047679313994	-0.5420495491992251
PTCHD2	-3.641562076116838	-3.0477574338447773	-4.436007723894965
ESRRG	-7.872184146023746	-7.7784580077269965	-7.70772401655191
TRIT1	3.2479522850265137	2.8201640866281474	3.2536813912237426
WNT2B	-4.400238880610372	-4.409251233048007	-4.3445770628902
TLR5	1.8133719307846354	1.7076171673404072	2.004559311419046
GJB3	0.9161405809666099	1.1483417267504372	1.3104563257763684
SH2D5	-2.311942813887382	-2.4361798504429037	-2.3366381163068546
SNORA16A	1.372192695441667	1.0333172287815582	1.2993923924320785
SNHG12	-2.4370070129678494	-2.6919601732684675	-2.398405942707454
HSPB7	-5.17506571958338	-1.427163508429146	-2.8449083313823453
RCC1	-0.41305900589007005	-0.41318288939941594	-0.3718880674307425
B3GALNT2	-1.9421761104262543	-1.9586193129410492	-2.004385466938023
XKR8	1.4402325865542747	1.3169777200039647	1.3035095433209989
C1orf213	-2.6028010911206163	-2.5445569434313344	-2.639043587401777
ZNF436	0.2097595001474349	0.31173129161552227	0.31594869661935804
CD164L2	6.7242467070621785	6.252770408564484	6.396430941168084
TP73	-7.437125287870992	-7.349878411003011	-6.842464101473321
TNRC4	0.39189198368034917	-0.18300904954018385	-0.24636315249735943
POU2F1	-4.661955562026847	-4.481235672790841	-4.659599582769751
PRPF38A	-1.586749609290555	-1.5719181573323564	-1.5811738207587605
AGRN	-11.083704163604992	-11.415613026138551	-10.293406570849339
ETV3	-4.988262834978829	-4.9136818259156865	-4.873894447396025
CACNA1E	-9.632947863486256	-9.865667829257708	-9.106172433054084
FAM54B	-0.2853200236779316	-0.19522258698877212	-0.24789194264255546
F3	-2.5675931434776467	-2.535459268023774	-2.541778596588713
WDR8	-11.849766059975078	-12.692422846457196	-11.454135493552837
PQLC2	-1.1790641016128338	-0.9384187651811817	-2.0640855681770836
AKR7A2	-0.9819662322962462	-1.4066785227551741	-0.8955014476135112
CNST	-0.7503307697234666	-1.4365339940142021	-1.2597727550229376
BRDT	-1.862921594664994	-1.036147823254388	-0.8316830227108939
ITGB3BP	-2.060690880922075	-2.0805324755917227	-2.0339410322917058
TGFBR3	-4.67186837052503	-6.025500445084445	-5.042690464736805
C1orf109	-1.0911804114311079	-1.1939140139678337	-0.10029229023072782
RGL1	-9.575541469600255	-9.404046065331672	-9.676912210782236
EXO1	-1.7038970381178868	-1.678139206971391	-1.601753003866932
SPAG17	1.2163384712880712	1.0646693688312379	1.2256659050225538
RCAN3	-2.6245280342378194	-2.795883047869109	-2.786090812479302
EFCAB2	-2.4102479007129882	-2.660717711459486	-2.008553255221904
RLF	6.2768906279615795	7.766525118312003	6.934497885189723
SPEN	-7.935508606610131	-7.814351573936804	-7.8511382592162935
DRAM2	-1.0078873813163443	-0.9296944886185481	-0.7187564728345583
ELAVL4	4.728512715609587	4.572822448159918	4.735614896529518
EPHB2	-15.642714614454365	-15.232170146047867	-15.504020255755844
PLEKHN1	2.098107465073355	2.0584374810221027	2.600210578565747
KLHL17	-1.584643205644398	-1.6725371561226627	-1.7018504429638492
C1orf59	-0.6248218728982391	-0.6053829025223951	-0.5377100479506762
ACTN2	0.21931876061926475	-0.12716950917019126	0.0022834917433552666
CTPS	1.5412249281030812	1.2109967849365617	1.560599866669436
NADK	-7.358591998802336	-7.4486222643311155	-7.454643821564255
TSTD1	3.217522352255426	3.369044598182853	3.159482910157277
BMP8A	-1.4267867417973734	-1.768994294420029	-1.3505590937974017
SKI	-25.04514061366873	-25.63083530914074	-25.123564953884568
CAPN2	4.9719968649431685	5.131474975866444	4.829392209795458
TARBP1	1.328817318795058	1.3547685718432398	1.3714976110522727
ZNF496	-2.191884172356734	-3.1445633285065826	-2.645928436190284
PRKACB	0.12372761725832535	0.10948586675044386	0.1198716865750531
FAM19A3	3.063340427506042	2.402970127835401	2.826135406781615
NMNAT2	3.4354880842727753	3.6455142615367557	3.5565553935217182
AJAP1	-13.431063984630583	-13.374563289156079	-13.399396128441664
C1orf31	-0.9259997711705521	-0.9229436244562569	-0.9224858152494375
TSNAX-DISC1	-0.4018984133806897	-0.38603447515049744	-0.4584998195589726
UROD	-1.4520198008423237	-1.3659833857191805	-1.4988394523177038
MGST3	-1.7101448392050644	-1.7506046330928944	-1.6376121968969513
SLC30A2	-1.4603599916638421	-1.358920695995678	-1.6346991164026135
PLD5	-4.3086951571570955	-4.4571735231796605	-4.421161877772288
MACF1	-0.1991536207710229	-0.33453727941048855	-0.2895099477458308
SMYD3	-1.8454276572085897	-1.7163214107158355	-1.6436938813915323
KIAA1614	-8.3254357222386	-8.541882121639006	-8.369996830490324
SSU72	-14.585832486214995	-14.623944417816217	-14.210968070324919
WNT4	-6.128360066558024	-5.617191472369762	-5.589352054647827
ZNF672	-4.544956709400696	-4.571648861835031	-4.480840858765187
SNX27	-2.6939379985518186	-2.7001971692566777	-2.672838386017285
ARID1A	-1.1087439365513394	-1.1336869085433612	-1.1033063315178546
KIF17	-2.5907984337443466	-2.707464325378314	-2.188526630612228
WNT9A	-2.3085351413205197	-2.716897270288628	-2.548859592145528
MAN1A2	-4.346511489521653	-4.465423974589826	-4.364257358407442
EFNA4	0.3689576643132213	0.2205967208257684	0.8841812855118252
CLCN6	-3.501178869009374	-3.990428762702551	-3.6966959049325725
PKN2	-2.215717739838332	-2.175478081417519	-2.110730512141829
GJC2	0.7490255623429749	0.6731163700226634	0.5933973784901097
GUK1	0.4650744150727837	0.39633232389303563	0.5164121673002386
EPHX1	4.932401940246698	5.156282507526375	4.9767540178985215
TAL1	-2.310341270095787	-2.4912005947357847	-2.2767423603678703
HBXIP	1.6551638839613805	1.5076998729749755	1.5765157326605046
GPR161	-1.907153375119283	-1.9533759918743894	-1.9819710184169668
C1orf9	-4.087727832919521	-4.140084125030902	-4.199897957547811
NMNAT1	-1.7066860838491993	-1.7159526491922013	-1.7719903187639596
LZIC	-2.1531849763763384	-2.14744226295234	-2.153387778324116
GJA5	2.2062371298027514	2.202907736031316	2.4412017287649923
RAP1GAP	-2.4484326143740502	-2.9707491234988694	-2.5930236137340814
HIST2H2BF	-1.3510477727936483	-1.4841052775753112	-1.0686078321047645
RD3	1.0107891739815342	1.3221097496326808	2.7474290000259662
HES4	3.637972348595463	2.8517374789514087	3.265564750635139
CAMK2N1	-0.5033425820132479	-0.613529434048173	-0.4749686524574895
DIRAS3	-0.29233771970784234	0.5838505025364681	0.4067200172420739
TMEM57	0.062046693420462054	-0.1449246416479466	0.3171050936153817
RCSD1	-1.6515135514632544	-2.3455667626987475	-1.8384979564643684
LEPRE1	-3.385534344722399	-3.3188692180082677	-3.4837204580001098
STMN1	1.8020163200679191	1.6343868210771053	1.8763877032376493
SDC3	-5.572461654869496	-5.521692677052583	-5.560074053758601
HIST2H2AC	-0.5572967294387066	-0.21636001493487209	-0.4288212607405619
HIST2H2BE	-0.09445401886835211	0.5233536097218445	-0.5803198555971666
DFFB	-2.4384530852836455	-2.2613215418962023	-2.482842749627758
TNFRSF8	0.788915132860051	0.8959318602022547	1.0113771326852088
BTF3L4	-1.4590128339357469	-1.4546262374373788	-1.481197261037457
CAPZB	-3.046946756104985	-2.784799103530786	-3.152861209318544
ZNHIT6	3.6097953210414055	3.5699141134388657	3.726053011382404
ALX3	2.950122129651671	2.9368587781046305	2.867292851174776
KIAA0562	-0.24133753131608643	-0.9520640128864735	-0.2131560897078681
SLC25A33	1.3297327011759508	1.3136533368912724	1.3224272615091086
EPS8L3	0.5751558911789368	0.8355149560026713	-0.16088779316998694
PEAR1	-8.167153838230137	-7.8383998006657345	-8.595378704634657
C1orf210	-0.4641838218130052	-1.3590764547922691	-0.884784463170768
NPR1	-4.737216263275947	-4.975173407458225	-4.7813735180585315
KIAA0907	-0.459421187141148	-0.5849848128523016	-0.49660300433605525
ICMT	-0.4496000494934131	-0.5912734225263694	-0.2700866380316268
GCLM	-2.0314381577580187	-2.0128821681669993	-2.02813351009251
GPR61	1.7396385572362068	1.6120106093159134	1.473108631349841
MYCBP	1.179732070712315	0.9160065596142698	1.001844613647882
NSUN4	0.49392160978000565	0.5210226725782428	0.4514957722172363
RFWD2	-3.2830452931137857	-3.496367892571348	-3.6050815357499792
LOC149134	-4.520560385089438	-4.562404265623558	-4.498191631708728
HNRNPU	0.34118959218138867	0.3317041607340032	0.4089434408302065
PTGFRN	-1.3516269528957168	-1.469490637034232	-1.3782819561538435
WDR3	-0.570796889068521	-0.9112385692386546	-0.6390041361639492
CAMSAP1L1	-3.9606787231216094	-4.030397222799459	-4.062182403761095
UHMK1	2.1905921854982737	1.9637334876249346	2.3584866238724356
ACP6	1.122797811561412	0.9875321568743148	1.1563874296361067
JUN	-0.6636659944697033	-0.2596127935921449	-0.2934344427408241
EPS15	-0.13141797333530916	-0.21831877527427782	-0.1917168135133264
ADORA3	3.7551660334253647	4.120664795249428	3.916240549273188
GPR3	1.9420954389859135	1.6231187751296863	1.8219662105696959
PLXNA2	-11.770563792572336	-12.32788764769367	-11.198226325027326
C1orf159	-3.7962211152565675	-3.647713204193435	-3.9720444489540414
PPIE	2.3806855998453424	2.143921208960416	2.691382917571754
NOL9	5.799150023723946	5.701055054701124	5.840518547820973
BAI2	-2.4068195068597067	-2.490727932653802	-2.425320131619866
NUCKS1	1.2312211839196667	1.1982326071991194	1.16363294501215
HES2	-0.6721360735304094	-0.573107803038216	-0.7507256165285622
TMEM200B	-1.108689419286906	-1.024021888727795	-0.9282896440171763
HHAT	0.3206332580968694	0.32040810927194596	0.43063337280118236
MFSD2A	2.1998224398149513	1.869143339429394	2.291280937770397
FAM20B	5.4417817276247735	5.561987908373993	5.550764520869253
H6PD	-4.281378444814261	-4.968953713086785	-3.7677369074229503
CAPN9	-0.2565889559450867	1.2164435384104397	0.8246519538246613
NUP133	1.0695637229725303	1.0056535519040124	1.0799038007805735
FAM63A	1.1174238593749946	1.136300452279775	1.063698194046087
PLA2G2E	2.2593189542499807	1.8951381564673646	0.7896521893560788
SDHC	-0.054798945327565456	-0.1813294338659636	-0.07907231301741559
LOC642502	0.036158335900972734	-0.02596797556736527	0.06350687442477826
PDZK1IP1	-0.8152642409221861	-0.9142880946373497	-0.896166393393317
TMCO4	-1.8968028525367586	-1.7605834222118546	-1.7139418580703785
HP1BP3	-2.2689012385432457	-2.276573857072722	-2.300890237757761
GBAP1	0.36281172332621453	0.3242419839793729	0.2182462281834827
OSCP1	0.6853567563231874	0.22692229755427726	0.70687119908494
SYF2	-0.8199884703412879	-0.8943436861050764	-0.934934748372833
GPR157	-0.18743170375611937	-0.1608088859532868	-0.21935640703199796
EIF4G3	-1.6087446999639334	-1.521628652187499	-1.5606529475692017
CA6	1.748981849341911	1.362192671927896	1.5389121064957454
RIMS3	-0.7024094889577688	-1.0124950180160286	-0.8801375644381187
TAF12	-0.646871780514456	-0.6760757527001555	-0.711205583300697
KANK4	3.1529530958907372	3.283178203023283	3.1068817032046487
LCK	-1.7088851566990975	-1.1937274253932304	-1.798204527104825
LEPR	-5.256289919297054	-5.18351297602574	-5.595218490416859
RAG1AP1	0.021098318372218608	-0.16139441302308885	-0.05216537681666129
RAD54L	-0.6351498855142811	-0.5827998684804705	-0.49534208808697977
S100A2	-2.8183015441722135	-2.883951610330376	-2.719097974544374
SLC19A2	-0.7402539120041086	-0.6781339997507518	-0.7875808025308974
B4GALT2	-3.274149952073764	-3.396521703897004	-3.2306353955752756
MAN1C1	-10.208888657558877	-10.329042761296304	-10.075477594308348
SSX2IP	-0.7344768493291679	-0.6605511659003086	-0.685193257288503
MEX3A	-3.8184644224868998	-3.8756900817425595	-4.036530763934855
LRRC8B	-0.5507368704080032	-0.5743587783452191	-0.5537533223090306
IVNS1ABP	-1.534575439954298	-1.4468791323722123	-1.5281523476122703
ARID4B	-3.818251626097472	-3.7929207240636376	-3.7387366772058748
MANEAL	-2.9396852401103937	-2.9524394421572917	-2.8637716074196784
PHF13	-2.855692617931472	-2.8360065135952173	-2.8975942101692307
LASS2	1.730777183047401	1.509735680815032	1.8720349465962824
SORT1	-0.9675927043283059	-1.2008682411149711	-1.1704357466581141
COPA	2.01931416708531	2.0288413367323335	2.0719609623685904
NCSTN	-0.42440314704018317	-0.3417245152791009	-0.4664756420518697
